barcodes,celltype
3438,HSPC
5227,Monocyte
1105,Baso
3438,Monocyte
4216,Monocyte
5081,Monocyte
2013,Neutrophil
5725,HSPC
3483,Neutrophil
3736,HSPC
801,Neutrophil
4234,HSPC
4256,Monocyte
5309,Neutrophil
3694,Monocyte
31,Baso
959,Neutrophil
5789,HSPC
4234,HSPC
3291,HSPC
1466,Monocyte
2957,Neutrophil
3569,Monocyte
220,HSPC
1339,Neutrophil
5081,Monocyte
4141,Monocyte
3339,Neutrophil
5789,HSPC
475,Neutrophil
4256,HSPC
2094,HSPC
1041,Monocyte
680,Neutrophil
394,Monocyte
3168,Baso
2370,Monocyte
3665,Baso
3171,Neutrophil
2039,Monocyte
1706,Baso
5492,Neutrophil
4226,HSPC
5404,HSPC
4226,HSPC
4226,HSPC
4913,Neutrophil
910,Monocyte
4256,Monocyte
3887,Monocyte
680,Neutrophil
2043,HSPC
394,Monocyte
2766,Monocyte
4086,HSPC
3529,Monocyte
2370,Monocyte
2776,HSPC
5803,Neutrophil
3382,Neutrophil
1226,HSPC
2868,Neutrophil
5791,Neutrophil
3339,Neutrophil
377,HSPC
2832,Neutrophil
4226,HSPC
3872,Neutrophil
3529,HSPC
3438,Monocyte
1972,HSPC
67,HSPC
4287,Monocyte
1700,Neutrophil
2370,HSPC
529,HSPC
2223,Monocyte
3418,Monocyte
2236,HSPC
374,Neutrophil
2370,Monocyte
5725,Neutrophil
704,Monocyte
3378,Baso
996,Monocyte
1592,HSPC
3736,HSPC
3569,Monocyte
4190,Neutrophil
3529,Neutrophil
4096,Baso
3302,HSPC
1041,Monocyte
407,Neutrophil
5252,HSPC
3628,HSPC
2868,Neutrophil
2569,Monocyte
3702,Monocyte
3529,HSPC
4058,Neutrophil
4598,HSPC
407,Neutrophil
3762,Neutrophil
996,Neutrophil
3736,HSPC
1451,Monocyte
529,Monocyte
417,Neutrophil
1929,Baso
4913,HSPC
5492,Neutrophil
4862,HSPC
1041,Monocyte
3559,Baso
2370,Neutrophil
3529,HSPC
3258,HSPC
4048,HSPC
2442,Neutrophil
3438,HSPC
3530,Neutrophil
5638,Monocyte
3530,Neutrophil
4256,HSPC
4774,Neutrophil
529,HSPC
5596,Neutrophil
529,Monocyte
659,Baso
3132,Neutrophil
220,HSPC
5081,Neutrophil
704,Neutrophil
5252,HSPC
5791,Neutrophil
2492,Neutrophil
3172,HSPC
2370,Monocyte
4502,HSPC
1104,Monocyte
3661,Monocyte
2370,HSPC
2043,HSPC
4048,HSPC
4141,Neutrophil
829,Monocyte
2173,Neutrophil
801,HSPC
5543,Monocyte
1861,Monocyte
3336,HSPC
358,HSPC
4234,HSPC
2039,Monocyte
3330,Neutrophil
3569,Monocyte
2094,HSPC
4913,Neutrophil
4237,Neutrophil
3296,Neutrophil
1451,Monocyte
685,Monocyte
2686,Neutrophil
5309,Neutrophil
5309,Neutrophil
3887,HSPC
4996,Neutrophil
2370,Monocyte
3438,Monocyte
2263,HSPC
5313,Baso
5791,Monocyte
996,Neutrophil
1371,HSPC
1592,HSPC
4086,HSPC
4996,Neutrophil
1451,Monocyte
3438,HSPC
4061,Neutrophil
4774,Baso
3382,Baso
4913,Neutrophil
2638,HSPC
3736,Monocyte
5803,Neutrophil
3470,HSPC
801,Neutrophil
4180,Monocyte
2039,Monocyte
4591,HSPC
3628,HSPC
2772,Neutrophil
3801,Neutrophil
405,Monocyte
3111,Neutrophil
801,Neutrophil
3872,Neutrophil
3384,Neutrophil
4205,Baso
4256,HSPC
5492,Neutrophil
2638,HSPC
2693,HSPC
5309,HSPC
358,HSPC
5789,HSPC
4205,Baso
1706,HSPC
4256,HSPC
3569,HSPC
5309,Monocyte
3959,Monocyte
996,Monocyte
4862,HSPC
5789,HSPC
5789,HSPC
1206,Monocyte
685,Monocyte
4913,HSPC
3287,Neutrophil
4316,Neutrophil
1648,Baso
1572,Neutrophil
3872,Neutrophil
4287,HSPC
2706,Monocyte
5709,Neutrophil
5309,Neutrophil
2094,HSPC
358,HSPC
245,HSPC
529,Monocyte
3438,HSPC
4009,HSPC
394,Monocyte
801,Monocyte
5791,Baso
405,Monocyte
3438,Monocyte
358,HSPC
2638,HSPC
417,Neutrophil
5725,HSPC
2173,HSPC
4774,Neutrophil
125,Neutrophil
5309,Neutrophil
3530,Neutrophil
5603,Neutrophil
358,HSPC
3702,HSPC
5081,Monocyte
220,HSPC
4009,HSPC
3111,Neutrophil
801,Monocyte
3628,HSPC
5309,Neutrophil
4058,Monocyte
5243,Monocyte
673,Monocyte
3497,HSPC
3172,HSPC
4009,HSPC
5725,Neutrophil
5669,HSPC
5112,Monocyte
2223,Monocyte
1114,Neutrophil
2634,Monocyte
4662,Monocyte
5492,Neutrophil
415,Monocyte
1891,HSPC
910,Monocyte
3438,HSPC
4058,Monocyte
1592,HSPC
632,Baso
573,HSPC
4797,HSPC
3330,HSPC
5480,Monocyte
2370,Monocyte
4237,Neutrophil
5492,Neutrophil
3529,Neutrophil
417,Neutrophil
2084,Baso
1110,HSPC
5725,Neutrophil
220,HSPC
5492,Neutrophil
3492,HSPC
417,Neutrophil
4226,HSPC
5803,Neutrophil
2370,Neutrophil
1932,HSPC
3910,Monocyte
2173,HSPC
4226,HSPC
1683,Monocyte
5791,Baso
4797,HSPC
3872,Monocyte
405,Monocyte
1219,Monocyte
4488,Neutrophil
2379,Baso
2682,Baso
2094,HSPC
1339,Neutrophil
3438,HSPC
3330,Monocyte
3530,Neutrophil
4226,HSPC
66,HSPC
996,Monocyte
1829,Monocyte
1706,Baso
1440,HSPC
3628,HSPC
801,Neutrophil
2569,HSPC
1989,Monocyte
407,Neutrophil
3569,Monocyte
3530,Monocyte
4256,Monocyte
4488,Neutrophil
825,HSPC
405,Monocyte
3339,Neutrophil
4216,Neutrophil
1706,Baso
4256,Monocyte
5709,HSPC
358,HSPC
3438,HSPC
4866,Baso
910,Neutrophil
3378,Baso
685,Monocyte
5624,Monocyte
3530,Neutrophil
1450,Neutrophil
1146,HSPC
3553,HSPC
963,Baso
4893,HSPC
2569,Monocyte
4763,Neutrophil
5791,Baso
5728,Baso
3438,Monocyte
394,Monocyte
529,Monocyte
3290,Neutrophil
891,HSPC
3382,Neutrophil
5252,HSPC
4447,HSPC
4216,Neutrophil
1114,Neutrophil
3438,Monocyte
2370,Neutrophil
4205,Baso
2075,Neutrophil
3212,Monocyte
4784,Baso
415,HSPC
3530,Neutrophil
987,Baso
3734,Monocyte
3296,Neutrophil
163,Neutrophil
801,Monocyte
3438,HSPC
1371,HSPC
3530,Neutrophil
3529,Neutrophil
3412,Monocyte
1274,HSPC
4406,HSPC
3292,HSPC
1998,Neutrophil
3334,Neutrophil
5758,Neutrophil
4161,HSPC
405,Monocyte
987,Baso
5309,Neutrophil
3418,Monocyte
4287,HSPC
67,Neutrophil
2568,HSPC
2832,HSPC
5578,HSPC
5789,Neutrophil
2094,HSPC
1141,Baso
3290,Neutrophil
3762,Neutrophil
2370,Neutrophil
3628,HSPC
4234,HSPC
3981,Monocyte
2569,Monocyte
4190,Monocyte
2331,HSPC
5313,Neutrophil
4784,Neutrophil
4190,Monocyte
3529,HSPC
4234,HSPC
4256,HSPC
2343,Neutrophil
4048,HSPC
949,Neutrophil
5624,Monocyte
3628,HSPC
5480,Neutrophil
2735,Monocyte
5313,Neutrophil
220,HSPC
5091,Monocyte
1219,Neutrophil
3887,Neutrophil
4256,Monocyte
5309,Neutrophil
2783,Neutrophil
3470,HSPC
1041,Neutrophil
163,Monocyte
5309,Neutrophil
3910,Monocyte
1929,Baso
3378,Baso
4226,HSPC
4234,Neutrophil
4086,HSPC
5309,Neutrophil
3492,Neutrophil
5169,HSPC
4226,HSPC
4533,Monocyte
4287,HSPC
245,HSPC
4913,Neutrophil
996,Neutrophil
910,HSPC
1998,Monocyte
4967,Monocyte
801,Monocyte
3801,Monocyte
5617,Baso
4590,Monocyte
2370,Neutrophil
415,Neutrophil
4893,HSPC
573,HSPC
3628,HSPC
52,Neutrophil
1706,HSPC
4590,Monocyte
126,Monocyte
1652,HSPC
2039,Monocyte
3910,Monocyte
415,HSPC
2173,Neutrophil
417,Neutrophil
3887,Monocyte
4808,Baso
5252,HSPC
801,Monocyte
4234,HSPC
2370,Monocyte
3485,Neutrophil
2931,HSPC
3330,Neutrophil
1105,Baso
3497,HSPC
3330,Neutrophil
5112,HSPC
2094,HSPC
3470,HSPC
124,HSPC
3336,HSPC
1683,Baso
67,Monocyte
2236,Neutrophil
2236,Neutrophil
5252,HSPC
2043,HSPC
3530,Neutrophil
2868,Neutrophil
794,Neutrophil
3438,Neutrophil
2553,Baso
2735,Neutrophil
2370,HSPC
5791,Baso
3212,Monocyte
5081,HSPC
2931,HSPC
5091,Monocyte
2039,Monocyte
3438,HSPC
417,Neutrophil
67,HSPC
4250,Neutrophil
5252,HSPC
415,Neutrophil
3643,Baso
2236,Neutrophil
4193,Neutrophil
3336,HSPC
3258,HSPC
529,HSPC
2638,HSPC
1794,Monocyte
2370,Monocyte
5112,HSPC
3111,Neutrophil
5014,Monocyte
1592,Monocyte
2638,HSPC
405,Monocyte
394,Monocyte
374,Neutrophil
2370,Neutrophil
1317,Monocyte
1317,Monocyte
3762,Neutrophil
3485,HSPC
4581,HSPC
5725,HSPC
4535,Neutrophil
4662,Monocyte
2370,Neutrophil
1592,HSPC
3508,HSPC
5669,HSPC
3485,Neutrophil
417,Neutrophil
5783,HSPC
3212,Monocyte
1683,Baso
4996,HSPC
1972,HSPC
4996,Neutrophil
5789,HSPC
124,HSPC
4923,HSPC
2772,Baso
3497,HSPC
4778,Baso
4488,Neutrophil
2236,Neutrophil
673,Neutrophil
529,HSPC
394,Monocyte
415,Monocyte
363,Baso
2039,Monocyte
5789,HSPC
5243,Monocyte
2111,Neutrophil
5155,Neutrophil
1110,HSPC
801,Monocyte
4250,Neutrophil
1114,Neutrophil
5803,Neutrophil
2111,Neutrophil
4585,Baso
2399,Baso
3111,Neutrophil
2094,HSPC
4996,HSPC
5112,Monocyte
3470,HSPC
3976,HSPC
3336,HSPC
3212,Monocyte
3628,HSPC
3330,Monocyte
4913,Neutrophil
910,Monocyte
2370,Monocyte
5155,Neutrophil
4585,HSPC
4342,HSPC
4058,Monocyte
5791,Neutrophil
2777,HSPC
4581,Neutrophil
3530,Neutrophil
3571,Neutrophil
5243,Monocyte
4287,Monocyte
4234,HSPC
1968,HSPC
1682,HSPC
3958,Monocyte
987,Baso
5404,Neutrophil
5404,Neutrophil
4581,HSPC
5522,Monocyte
3438,HSPC
2370,Neutrophil
3212,HSPC
588,Neutrophil
52,Neutrophil
1466,Neutrophil
3470,HSPC
3438,Monocyte
4256,Monocyte
2682,Baso
5155,Neutrophil
3485,Neutrophil
996,Monocyte
4287,HSPC
1706,HSPC
673,Monocyte
2638,HSPC
3330,Neutrophil
5725,Neutrophil
1998,Neutrophil
415,Neutrophil
5469,HSPC
4256,Monocyte
2173,HSPC
5155,Neutrophil
4590,Monocyte
3497,HSPC
3438,HSPC
1440,HSPC
987,Baso
4891,HSPC
3378,Baso
3336,HSPC
5081,Monocyte
415,Neutrophil
4234,HSPC
4048,HSPC
2370,Monocyte
1592,Monocyte
2408,Baso
4061,Monocyte
1592,HSPC
1592,HSPC
3628,HSPC
3958,Neutrophil
2442,Neutrophil
959,Neutrophil
891,Monocyte
2173,HSPC
2569,HSPC
1998,Monocyte
2043,HSPC
5633,Neutrophil
1929,Baso
5736,Neutrophil
2013,Neutrophil
5789,HSPC
5404,Neutrophil
52,HSPC
3497,HSPC
1592,Monocyte
4140,Monocyte
336,Monocyte
3628,HSPC
5081,Monocyte
3111,Neutrophil
2370,Monocyte
507,HSPC
5404,Monocyte
4256,HSPC
2094,HSPC
2616,Neutrophil
415,Neutrophil
4141,Neutrophil
4234,HSPC
4226,HSPC
5480,Neutrophil
2039,Monocyte
3330,Neutrophil
529,HSPC
5480,Monocyte
4867,HSPC
132,Monocyte
5789,HSPC
1972,Baso
4180,Monocyte
673,Neutrophil
2094,Baso
4488,Neutrophil
2236,Neutrophil
4234,HSPC
2638,Neutrophil
2408,HSPC
3171,Neutrophil
1592,HSPC
3111,HSPC
3292,HSPC
1989,Neutrophil
2202,HSPC
5404,Monocyte
5313,Neutrophil
4237,Neutrophil
4996,Neutrophil
2399,Baso
5252,HSPC
2039,Monocyte
3330,Monocyte
52,Neutrophil
2735,Monocyte
2370,Monocyte
4913,Neutrophil
1440,HSPC
3336,HSPC
52,Neutrophil
4763,Neutrophil
2370,Neutrophil
4406,HSPC
1652,HSPC
4256,HSPC
5624,HSPC
1683,Monocyte
3212,Monocyte
1592,HSPC
2331,HSPC
3382,Neutrophil
2111,Neutrophil
3910,Monocyte
368,Neutrophil
3628,HSPC
126,Monocyte
4256,Neutrophil
910,Neutrophil
704,Monocyte
1737,Baso
124,Neutrophil
5112,HSPC
4061,Neutrophil
1339,Baso
4913,Neutrophil
2693,Neutrophil
2039,Monocyte
4862,HSPC
844,HSPC
529,HSPC
5596,Neutrophil
5081,Monocyte
1736,Neutrophil
52,Neutrophil
4226,HSPC
801,Neutrophil
5789,Neutrophil
1592,HSPC
368,Neutrophil
2569,HSPC
4205,Baso
4662,Monocyte
407,Neutrophil
4234,HSPC
3384,Neutrophil
5060,Lymphoid
52,Neutrophil
5492,Neutrophil
1041,Neutrophil
5155,Neutrophil
73,Baso
3438,Monocyte
4205,Baso
2094,HSPC
124,HSPC
4009,HSPC
5404,Monocyte
1683,Neutrophil
3212,Monocyte
4234,HSPC
4923,HSPC
2638,HSPC
5313,Neutrophil
1592,HSPC
3258,HSPC
963,Baso
2075,Neutrophil
405,Neutrophil
3330,Neutrophil
5783,HSPC
1838,HSPC
1648,Neutrophil
529,Monocyte
5789,HSPC
2553,Baso
4256,Monocyte
2569,HSPC
3887,Monocyte
2039,HSPC
163,Neutrophil
1592,Monocyte
1363,Monocyte
4193,Neutrophil
4591,HSPC
1339,Neutrophil
5492,Neutrophil
2236,Neutrophil
2638,Neutrophil
4862,HSPC
2706,Monocyte
3382,Baso
4585,HSPC
5725,HSPC
3887,Monocyte
2370,Monocyte
1998,Monocyte
4205,Baso
4190,Neutrophil
3212,Monocyte
3438,HSPC
2370,Monocyte
2931,HSPC
2370,Monocyte
5155,Neutrophil
3336,HSPC
2111,Neutrophil
417,Neutrophil
5480,Monocyte
4061,Neutrophil
3378,Baso
1592,Monocyte
685,Monocyte
4256,Monocyte
3118,Monocyte
4287,HSPC
148,Neutrophil
573,HSPC
529,Monocyte
4226,HSPC
2569,HSPC
3530,Neutrophil
901,Neutrophil
1984,Neutrophil
5669,Neutrophil
1906,Neutrophil
1041,Neutrophil
3485,Neutrophil
4789,HSPC
5014,Neutrophil
3111,Neutrophil
2111,Neutrophil
2094,HSPC
573,HSPC
4585,HSPC
1838,Neutrophil
4234,HSPC
67,Monocyte
5112,HSPC
4913,Neutrophil
529,HSPC
394,Monocyte
704,Neutrophil
4237,Neutrophil
2957,Neutrophil
125,Neutrophil
2043,HSPC
3339,Neutrophil
4590,Monocyte
5310,HSPC
2565,HSPC
2937,HSPC
529,Monocyte
2236,Neutrophil
4923,Monocyte
2370,Neutrophil
1968,HSPC
3212,Monocyte
673,Neutrophil
3736,HSPC
4406,HSPC
5789,HSPC
67,Monocyte
1956,Baso
5404,HSPC
415,Neutrophil
5404,HSPC
4086,HSPC
5725,HSPC
685,HSPC
1041,HSPC
673,Monocyte
1706,HSPC
573,HSPC
1110,HSPC
529,HSPC
1998,Monocyte
3278,Neutrophil
3871,Neutrophil
3364,Erythroid
405,HSPC
358,HSPC
1838,HSPC
5725,HSPC
4061,Neutrophil
680,Neutrophil
2111,Neutrophil
1110,HSPC
4086,HSPC
1683,Baso
1998,Monocyte
3887,Neutrophil
5243,Monocyte
573,HSPC
3887,Monocyte
5252,HSPC
3438,Monocyte
4061,Neutrophil
2806,Neutrophil
3628,HSPC
2370,Neutrophil
2638,HSPC
801,Monocyte
3508,HSPC
1497,Baso
4287,HSPC
3762,Neutrophil
4256,HSPC
2370,Neutrophil
4205,Baso
4058,Monocyte
5155,Neutrophil
5081,Neutrophil
4058,Monocyte
3111,Neutrophil
163,Monocyte
754,Baso
284,Baso
2399,Baso
4226,HSPC
3887,HSPC
5492,Neutrophil
2043,HSPC
3645,Neutrophil
1998,Monocyte
2236,Baso
3454,Neutrophil
5252,HSPC
163,Neutrophil
4287,HSPC
529,Monocyte
3872,Monocyte
4256,Monocyte
4913,HSPC
374,Neutrophil
5421,Baso
4237,Neutrophil
3497,HSPC
2039,Baso
374,Neutrophil
3330,Neutrophil
4316,Monocyte
4180,Monocyte
5578,HSPC
2145,Erythroid
3801,Monocyte
996,Neutrophil
5789,HSPC
5791,Baso
67,Monocyte
1706,HSPC
1929,Baso
2370,Neutrophil
4590,Monocyte
673,Neutrophil
163,Monocyte
3212,Monocyte
5789,HSPC
2569,HSPC
2370,Neutrophil
5725,HSPC
1838,HSPC
3529,Neutrophil
4433,Neutrophil
3113,HSPC
5791,Baso
573,HSPC
284,Baso
2638,HSPC
673,Monocyte
1683,Monocyte
1041,Neutrophil
1105,Baso
3887,Neutrophil
1146,HSPC
910,Neutrophil
3762,Neutrophil
3118,Monocyte
124,Neutrophil
5112,HSPC
2331,Baso
5070,Neutrophil
5479,Neutrophil
374,Neutrophil
5728,Baso
2776,Erythroid
4581,HSPC
2379,Baso
4893,HSPC
2370,Monocyte
573,HSPC
5081,Monocyte
1737,Baso
4234,Baso
2399,Neutrophil
2111,Neutrophil
5313,Baso
1666,Monocyte
4234,HSPC
3887,Neutrophil
3887,Neutrophil
358,HSPC
2408,HSPC
5372,HSPC
1592,Monocyte
2094,HSPC
5789,Neutrophil
1592,HSPC
685,Monocyte
963,Baso
2634,Neutrophil
374,Neutrophil
1998,Monocyte
1592,HSPC
3628,HSPC
1466,Neutrophil
4226,HSPC
67,Monocyte
5081,Monocyte
3530,Neutrophil
5404,Monocyte
2634,HSPC
573,HSPC
1219,Monocyte
4911,Neutrophil
2634,HSPC
3958,Neutrophil
659,Baso
2370,Monocyte
2094,HSPC
3330,Monocyte
1114,Neutrophil
5789,HSPC
4316,Monocyte
1371,HSPC
3628,HSPC
673,Monocyte
3302,Neutrophil
1998,Monocyte
1041,HSPC
3171,Neutrophil
801,Monocyte
5480,Monocyte
5789,HSPC
308,Monocyte
4226,HSPC
3296,Neutrophil
1592,HSPC
1041,Neutrophil
2039,Monocyte
5404,HSPC
4433,Neutrophil
2370,Monocyte
1041,Neutrophil
1387,Baso
2370,Neutrophil
4009,HSPC
3887,Monocyte
3330,HSPC
4923,Monocyte
3129,HSPC
2649,Baso
5266,Monocyte
417,Neutrophil
1110,HSPC
3258,HSPC
2379,HSPC
417,Neutrophil
5096,Neutrophil
4488,Neutrophil
2931,HSPC
5112,HSPC
1363,Monocyte
3336,HSPC
1525,Neutrophil
2111,Neutrophil
3438,HSPC
2173,Neutrophil
4287,HSPC
4585,HSPC
3628,HSPC
2638,HSPC
3171,Neutrophil
2173,Neutrophil
2173,Neutrophil
4061,Neutrophil
415,Neutrophil
4234,HSPC
5789,HSPC
3628,HSPC
2569,Monocyte
1110,HSPC
1998,Monocyte
1683,HSPC
2094,HSPC
405,Monocyte
3258,HSPC
5243,Monocyte
2370,HSPC
2370,Neutrophil
4256,HSPC
405,HSPC
5617,Baso
3530,Neutrophil
1203,Neutrophil
3485,Neutrophil
5313,Neutrophil
801,Monocyte
1998,Monocyte
2111,Neutrophil
4789,HSPC
4287,HSPC
4237,Monocyte
5596,Neutrophil
4234,Baso
125,Neutrophil
2569,HSPC
3425,Monocyte
4862,HSPC
3497,HSPC
5725,Neutrophil
5112,Monocyte
529,Monocyte
3212,Monocyte
3485,Neutrophil
2039,HSPC
2111,Neutrophil
2370,HSPC
5480,Neutrophil
3887,Monocyte
704,Neutrophil
4862,HSPC
1440,HSPC
2638,HSPC
67,Monocyte
3945,HSPC
1737,Baso
67,Monocyte
573,HSPC
1618,HSPC
3212,Monocyte
573,HSPC
5789,HSPC
1466,Neutrophil
308,Monocyte
4061,HSPC
299,Monocyte
5081,Monocyte
5789,HSPC
910,Neutrophil
4234,HSPC
5803,Neutrophil
2223,Monocyte
5789,HSPC
3438,Monocyte
2039,HSPC
4590,Monocyte
4234,Baso
4061,Monocyte
3212,Monocyte
5404,HSPC
1618,HSPC
405,Monocyte
1683,Baso
1557,Baso
1466,Monocyte
4141,Neutrophil
2111,Neutrophil
5112,HSPC
3303,Monocyte
3887,Monocyte
2039,Monocyte
1972,HSPC
673,Neutrophil
2404,Monocyte
2194,Monocyte
5789,HSPC
1592,Monocyte
5014,Neutrophil
1683,Baso
394,Monocyte
5789,HSPC
4581,HSPC
3872,Monocyte
2492,Neutrophil
3291,Monocyte
4996,HSPC
405,Monocyte
4866,Baso
483,Neutrophil
374,Neutrophil
4585,HSPC
4913,HSPC
2832,HSPC
4256,Neutrophil
3497,HSPC
2111,Neutrophil
2111,Neutrophil
2039,Baso
4898,Neutrophil
2569,HSPC
4234,HSPC
3470,HSPC
4226,HSPC
5083,Neutrophil
1581,Baso
4533,Monocyte
3569,Neutrophil
3492,HSPC
2236,Neutrophil
3887,HSPC
221,Neutrophil
2569,Monocyte
4234,HSPC
124,HSPC
1682,HSPC
2173,Neutrophil
5709,Baso
308,Monocyte
5081,Monocyte
5758,Neutrophil
2370,Neutrophil
4205,Baso
673,Monocyte
2370,Monocyte
1998,Monocyte
2173,Neutrophil
801,HSPC
5789,HSPC
1984,Neutrophil
1838,HSPC
5091,Monocyte
659,Baso
5725,Neutrophil
5578,HSPC
529,Monocyte
1440,HSPC
67,Monocyte
2039,Monocyte
4502,HSPC
5789,HSPC
673,Monocyte
2725,Baso
1440,HSPC
1706,HSPC
685,Neutrophil
5155,Monocyte
124,Neutrophil
1683,Neutrophil
2075,Neutrophil
3378,Baso
1110,HSPC
4052,Baso
2173,Neutrophil
3009,HSPC
5791,Monocyte
5461,Baso
67,Monocyte
1592,HSPC
3382,Neutrophil
3364,Erythroid
2370,Monocyte
311,Neutrophil
4256,Monocyte
417,Neutrophil
5480,Neutrophil
4226,HSPC
405,HSPC
5404,HSPC
2370,Neutrophil
5606,Neutrophil
1065,Neutrophil
2430,HSPC
5436,Neutrophil
5097,Neutrophil
737,Neutrophil
3384,HSPC
2569,HSPC
4709,Monocyte
737,Neutrophil
4583,Neutrophil
2075,Neutrophil
2957,Monocyte
4141,Monocyte
1076,Monocyte
1228,Neutrophil
5578,HSPC
5606,Monocyte
2978,Neutrophil
633,HSPC
1960,HSPC
3529,HSPC
2370,Monocyte
67,HSPC
2598,Neutrophil
5091,Monocyte
979,Neutrophil
1587,HSPC
5578,HSPC
2978,Neutrophil
633,HSPC
4374,Neutrophil
2470,Monocyte
1906,Neutrophil
5789,Neutrophil
3171,Neutrophil
2042,Monocyte
633,HSPC
3382,Monocyte
3384,HSPC
633,Monocyte
1076,Monocyte
4444,Neutrophil
2115,Monocyte
4061,Monocyte
1863,Neutrophil
5585,Neutrophil
2638,HSPC
2957,Monocyte
4581,HSPC
67,Monocyte
1920,Neutrophil
1989,Neutrophil
789,Neutrophil
1114,Neutrophil
1605,HSPC
633,Neutrophil
4967,Neutrophil
2333,Monocyte
2772,Baso
4061,Neutrophil
4061,Monocyte
427,Baso
825,Baso
163,Neutrophil
1653,HSPC
2749,HSPC
67,Monocyte
3171,Neutrophil
2689,Neutrophil
3296,Neutrophil
2115,Neutrophil
5789,Baso
2772,Baso
4889,HSPC
5081,HSPC
2042,Neutrophil
5642,Monocyte
3339,Neutrophil
1605,HSPC
1493,Neutrophil
4412,Neutrophil
3195,Erythroid
343,Monocyte
3885,Monocyte
5091,Monocyte
5633,Neutrophil
3544,Neutrophil
3474,Neutrophil
2370,Monocyte
3638,Baso
1065,Monocyte
2689,HSPC
3382,Neutrophil
4025,Monocyte
2957,Monocyte
2749,HSPC
5251,HSPC
2333,HSPC
5517,Monocyte
2448,Neutrophil
3382,Neutrophil
3339,Neutrophil
801,Monocyte
1393,Baso
3339,Neutrophil
2420,Neutrophil
5789,HSPC
3384,Neutrophil
2448,Neutrophil
1268,HSPC
4061,Monocyte
1105,Baso
673,Neutrophil
5606,Neutrophil
252,Monocyte
67,Monocyte
3469,Neutrophil
3171,Neutrophil
4678,HSPC
5335,Monocyte
2978,Neutrophil
1875,Monocyte
4256,HSPC
120,HSPC
2638,HSPC
67,Monocyte
1065,HSPC
394,Monocyte
5330,Neutrophil
4061,Neutrophil
2448,Neutrophil
5606,HSPC
3335,Monocyte
2772,Baso
3567,Monocyte
3529,Neutrophil
1920,Neutrophil
3469,Monocyte
2689,Neutrophil
5578,HSPC
5789,HSPC
590,Monocyte
3659,Monocyte
1833,Monocyte
3473,Neutrophil
1960,HSPC
3567,Monocyte
4926,Monocyte
2173,Baso
3567,Monocyte
4926,Monocyte
3529,HSPC
4433,HSPC
2448,Neutrophil
5585,Neutrophil
391,HSPC
3384,Neutrophil
67,Monocyte
5031,HSPC
537,HSPC
3296,HSPC
67,HSPC
1114,Neutrophil
4256,HSPC
801,Monocyte
394,Monocyte
3941,HSPC
5826,Monocyte
5578,HSPC
3567,HSPC
1968,HSPC
5081,Monocyte
3529,Neutrophil
2568,HSPC
5081,HSPC
3529,Neutrophil
5031,HSPC
1956,Baso
1346,HSPC
2236,HSPC
4581,HSPC
1833,Monocyte
2957,HSPC
4029,Monocyte
5091,Monocyte
633,HSPC
4374,HSPC
4581,HSPC
2115,Monocyte
673,Neutrophil
3339,Neutrophil
2598,HSPC
3529,Neutrophil
2115,Monocyte
1114,Neutrophil
5606,Neutrophil
4374,HSPC
737,Neutrophil
2384,Erythroid
3628,HSPC
67,Monocyte
4256,Neutrophil
2978,Neutrophil
4581,HSPC
3529,Neutrophil
308,Monocyte
4256,Monocyte
152,HSPC
5669,Monocyte
2766,Monocyte
3567,HSPC
633,HSPC
1076,Lymphoid
1493,Neutrophil
4190,Neutrophil
1114,Monocyte
3479,Monocyte
283,HSPC
1960,HSPC
5091,Monocyte
3529,Monocyte
3473,Monocyte
2749,HSPC
120,HSPC
2978,Neutrophil
4444,Neutrophil
1493,Neutrophil
1672,Baso
5335,Monocyte
2957,HSPC
2598,Neutrophil
2754,Neutrophil
1346,HSPC
5578,HSPC
1351,Neutrophil
1683,Neutrophil
4025,Monocyte
3257,Neutrophil
2598,HSPC
4256,HSPC
2783,Neutrophil
5709,Baso
1587,Monocyte
4581,HSPC
2577,Monocyte
2569,Neutrophil
2448,Neutrophil
2754,Baso
4678,HSPC
5672,HSPC
3576,Neutrophil
5672,Neutrophil
4223,Neutrophil
3540,Neutrophil
4913,HSPC
4581,HSPC
4256,Monocyte
2408,Baso
2689,Baso
5642,HSPC
673,Neutrophil
2115,Neutrophil
5669,Neutrophil
5081,Neutrophil
394,Monocyte
226,HSPC
1351,Neutrophil
2448,Neutrophil
2569,Neutrophil
4678,HSPC
5672,Neutrophil
67,Monocyte
2370,Neutrophil
2991,HSPC
4256,HSPC
2772,Baso
4256,HSPC
4742,HSPC
3382,Monocyte
3382,Neutrophil
3559,Baso
190,Neutrophil
1151,HSPC
5372,HSPC
5091,Monocyte
4412,Neutrophil
2766,Monocyte
1605,HSPC
120,HSPC
4096,Baso
2569,Monocyte
3171,HSPC
2173,Baso
2749,HSPC
67,HSPC
4256,HSPC
1956,Baso
1592,Monocyte
5601,Monocyte
801,Monocyte
3296,Neutrophil
505,HSPC
120,HSPC
2577,Monocyte
3720,Neutrophil
5596,Neutrophil
308,Monocyte
4141,Neutrophil
5789,Neutrophil
2553,HSPC
1592,HSPC
2115,Neutrophil
2689,Neutrophil
2577,Monocyte
1925,Erythroid
5601,Monocyte
3474,Neutrophil
1605,Neutrophil
5578,HSPC
4256,Monocyte
4277,Neutrophil
